user_id,age,gender,education_level,country,test_run_id,battery_id,specific_subtest_id,raw_score,time_of_day,grand_index
33850649,33.0,m,2.0,US,381419,14,27,10.0,19,131.00091784194734
33850649,33.0,m,2.0,US,381419,14,26,340.0,19,131.00091784194734
33851200,53.0,m,6.0,US,493125,14,29,16.0,12,103.3921470031977
33851200,53.0,m,6.0,US,493125,14,28,6.0,12,103.3921470031977
33851200,53.0,m,6.0,US,493125,14,30,8.0,12,103.3921470031977
33851200,53.0,m,6.0,US,493125,14,27,7.0,12,103.3921470031977
33851200,53.0,m,6.0,US,493125,14,26,429.0,12,103.3921470031977
33851293,31.0,m,8.0,US,160142,14,29,15.0,15,94.55911907504132
33851293,31.0,m,8.0,US,160142,14,28,6.0,15,94.55911907504132
33851293,31.0,m,8.0,US,160142,14,30,1.0,15,94.55911907504132
33851293,31.0,m,8.0,US,160142,14,27,7.0,15,94.55911907504132
33851293,31.0,m,8.0,US,160142,14,26,391.0,15,94.55911907504132
33851536,27.0,m,6.0,US,356055,14,29,8.0,21,100.36412935394874
33851536,27.0,m,6.0,US,356055,14,28,6.0,21,100.36412935394874
33851536,27.0,m,6.0,US,356055,14,30,8.0,21,100.36412935394874
33851536,27.0,m,6.0,US,356055,14,27,8.0,21,100.36412935394874
33851536,27.0,m,6.0,US,356055,14,26,417.0,21,100.36412935394874
33851561,21.0,f,4.0,US,564700,14,29,13.0,18,89.35024698862225
33851561,21.0,f,4.0,US,564700,14,28,6.0,18,89.35024698862225
33851561,21.0,f,4.0,US,564700,14,30,1.0,18,89.35024698862225
33851561,21.0,f,4.0,US,564700,14,27,8.0,18,89.35024698862225
33851561,21.0,f,4.0,US,564700,14,26,544.0,18,89.35024698862225
33851631,24.0,m,5.0,US,141241,14,29,8.0,16,99.69721299184864
33851631,24.0,m,5.0,US,141241,14,28,6.0,16,99.69721299184864
33851631,24.0,m,5.0,US,141241,14,30,4.0,16,99.69721299184864
33851631,24.0,m,5.0,US,141241,14,27,8.0,16,99.69721299184864
33851631,24.0,m,5.0,US,141241,14,26,361.0,16,99.69721299184864
33851912,28.0,f,6.0,US,700296,14,29,7.0,15,88.73334179601626
33851912,28.0,f,6.0,US,700296,14,28,5.0,15,88.73334179601626
33851912,28.0,f,6.0,US,700296,14,30,6.0,15,88.73334179601626
33851912,28.0,f,6.0,US,700296,14,27,9.0,15,88.73334179601626
33851912,28.0,f,6.0,US,700296,14,26,613.0,15,88.73334179601626
33852282,26.0,f,2.0,US,217374,14,29,14.0,3,99.8612603970104
33852282,26.0,f,2.0,US,217374,14,28,7.0,3,99.8612603970104
33852282,26.0,f,2.0,US,217374,14,30,1.0,3,99.8612603970104
33852282,26.0,f,2.0,US,217374,14,27,8.0,3,99.8612603970104
33852282,26.0,f,2.0,US,217374,14,26,419.0,3,99.8612603970104
33852389,47.0,f,99.0,US,294747,14,29,14.0,11,81.88624145741481
33852389,47.0,f,99.0,US,294747,14,28,3.0,11,81.88624145741481
33852389,47.0,f,99.0,US,294747,14,30,9.0,11,81.88624145741481
33852389,47.0,f,99.0,US,294747,14,27,6.0,11,81.88624145741481
33852389,47.0,f,99.0,US,294747,14,26,538.0,11,81.88624145741481
33852614,37.0,f,6.0,US,148345,14,29,12.0,13,105.1091223248076
33852614,37.0,f,6.0,US,148345,14,28,5.0,13,105.1091223248076
33852614,37.0,f,6.0,US,148345,14,30,7.0,13,105.1091223248076
33852614,37.0,f,6.0,US,148345,14,27,9.0,13,105.1091223248076
33852614,37.0,f,6.0,US,148345,14,26,401.0,13,105.1091223248076
33855131,54.0,m,3.0,US,53954,14,29,10.0,1,90.67554842406324
33855131,54.0,m,3.0,US,53954,14,28,5.0,1,90.67554842406324
33855131,54.0,m,3.0,US,53954,14,30,5.0,1,90.67554842406324
